labels,posts,,
Free,Fulbaana  Maaltu Taa   Possible Scenarios  Dhimma Fulbaana  kanaan wal qabatee warri Mootummaa akka malee rifataa jiru Gama tokkoon Maal taana laata jedhanii cinqamaa jiru Gama birootiin immoo wanti dhalatu tokkos hin jiru jedhanii of dhaaduus barbaadu   Haqni Jiru Kana    Inni Tokkoffaan Fulbaana  Mootummaan yeroon koo waan dhumeef na gaheera jedhee barcumaarraa buu hin jiraatu Nutis kana hin eegnu Akka ilaalcha Mootummaatti hamma hin murtaayiniif aangoorra kan turu isaani Akka nuti ilaallutti adeemsi isaan aangoo dheereffachuudhaaf keessa dabran sirriidha jennee fudhachuu baannus Mootummaan kun yeroofis tahu humnaan itti hin fufu jechuun rakkisaadha Kanaaf Onkoloolessa tokkos kan Masara taau Bilxiginnaadhuma jechuudha    Inni Lammaffaan Fulbaanni ni guyyaa Koontraatni Hannaan fudhatan itti dhumatu Guyyaa sanirraa kaasee guyyoonni jiran hundinuu Mootummaa saniif amansiisaa miti Guyyaa san Mootummaan biyyattii seera qabeessummaan Legitimacyn isaa dhumata Wanti guyyaa sanii achii buuura heeraa hin qabu Kanaaf kan heera biyyattiitiif dhimmamu kamuu maalifii yoom waa godhuu dandaha kan jedhuuf gamanaa akkana jechuun rakkisaadha    Inni sadaffaan dhimma diipploomaasiitiin wal qabatee kan jiruudha Gaafiin amma kaaa jiru hedduun isaa gara Mootummaan kuni Mootummaa buuuraa heera hin qabne tahuu isaatitti geeddarama Kanaaf dhiibbaa guddaatu isaanirra gaha Kana keessa qaamni kum dhiibbaa akkamiin kallattii siyaasa biyyattii jijjiiruu akka dandahu tilmaamun nama hin dhibu    Inni Afraffaan ejjannoo Waraanni biyyattii fudhachuu dandahuudha Waraana biyyaa amanuun rakkisaadha Haalli siyaasaa tarkaanfii garagaraa akka fudhataniifis isaan dirquu dandaha Tarii Raayyaan Biyyaa Hamma sadarkaa fonqolcha Mootummaatti gahuu dandaha taha Yookii immoo achuma keessaa gareen wahii fonqolcha Mootummaa gaggeessuu dandaha taha Kanas afaan guutanii dubbachuun nama rakkisa taha Garuu hundi isaaniyyuu tauudhaaf carraa ni qabaatu   Walumaagalatti Bilxiginnaadhaaf Fulbaana n boodaa wanti amansiisaan tokkos kan hin jirre tahuun waan eenyuyyuu haaluu hin dandeenyedha   Kanuma Keenyas Oluma HawiAnole,,
Hate,Uuuuuuffff tortoraa furrii ati ammayyuu hirribaa hin damaqne,,
Free,akkanatti woliin deemuu ni dandeenya kan tokkoo gabaasaa kan tokkoo dhiisuuni fudhatama hin qabu,,
Free,nWalumaagalatti ummanni waan isaaf malu deeggaruun waan isaaf hin malle ammoo balaleffachuun hiriira gaggeessedha jedhan Ob,,
Hate,Afaan Amaaraatiin barraahuu qaba sababni isaa lolli kun kan oromootii miti kan  bilxiginnaafi  tigraay waan ta'eef oromoo waan galche hin qabu,,
Hate,Ibsa PPti kun sobduun kun Warri balaxxaguu barbaade hin deemuu maaf olola baayisa,,
Free,Sobnii kee garaa tokko hin dhaquu murtii kaa rabbitii mal harkaa qabda ,,
Hate,akka gaaritti mootummaa kana dura dhaabbachuu qabna,,
Hate,oromoo kan hin taane ammas taanaan oromiyaa keessa jiraachuu hin qabu,,
Free,Namni tokko lammummaa isaa deebisee argachuuf akkaataa labsii fi seera Itoophiyaatti,,
Hate,yaa girriisaa tayii ammo qabsoo hin gurguuratinii amma duraas OPDO qabsoo gurguuratee yaa girriisaa haatichaa,,
Free,jabaadhu dhugaa kee jette obbo Baqqalaa Garbaa,,
Hate,Magaalaan Maqalee saaatii kana miira gaddaa olaanaa fi mormii cimaa irratti argamtiAjaja TPLF Wayyaaneetiin dargaggoo Shishay Farsoo dhugaa ture jedhamee erga ajjeesame booda mormiin ummataa jabaatee itti fufeera                            ,,
Free,Jarattiin tun seexanaa lafa keessa gad haa deeman malee lafa gubbaarra akka sochooanii isin jalaa hin banne Raayyaan ittisa biyyaa fi ummanni Tigraay Hulaa hunda cufaa harkaa fi harkatti hanga qabamanii jabaadhaa isin waliin jirra,,
Hate,Sabni irraa dhalatte gaafa tuqamu garam jirtaa yaa afuuftuu,,
Hate,Oromoo ajjeesaa taanis hidhaa taanis balleessaa Osoo jirtani  haaluma kaminu jiraachun hin dandaamuu Rabbiin isin haa balleessu ,,
Free,Itti aantuun Kaantibaa magaalaa Finfinnee aadde Adaanach Abeebee abbootii seeraa sadarkaa mana murtii hawaasummaa abbaa alangaa garaagaaraa abbaa seeraatti tajaajilaa turan 21 kaadhimamtoota mana murtii sadarkaa jalqabaa fi mana murtii komii dhaggeefataa taasiisuun dhiyeessaniiru,,
Hate,Dhigii nama qulqulluufi dafqi gargaraa abbaa iyyeessaa si haa iyyatu bakka garaa kee geesseetta Ati garuu Udaani malee nama miti ati qomceedhaam Afaan Oromoo bartee Oromoo of fakkeessita malee Qumxaadhan dhuftee qumxaama keetiin galta hin dagatiin sanyii harree,,
Hate,Hagantoota Oromoo aangoo keessan tursiisuuf jettanii hiitan hiikaa,,
Free,Gatiin xaaÃ¢â‚¬â„¢oo bara kanaa dabaluu isaaniin mootummaan birrii biiliyoona 4,,
Hate,lafaa oromiiyaa kuyyee fachee dabarsiitaanii nafxaanyaaf lataanii hamaa hoo maltuu sin hafee umataa oromoo burjaajeesiituu,,
Hate,ilmaan amaaraa ulfina argatanii alaabaa isaanii fannifatanii kan mataatti Oromoo hidhanii hoo sirbaa oolan dargaggoon fi namoonni lakki amantaa fi alaaban wal hin argatu jedhanii mormatan mana hidhaatti oggoranii oolchan Hubadha yaa saba koo dhimmii Kaarraa kaasee hanga naannoo amaaraa walitti makuuf jedhamuu waliin walqabata fakkaata,,
Free,kan biyya jana gubaa jiru namucha Abiyyi jedhamu kana Inni angafa seexanaa Daabiloos faana tokko dha Haa Ifatamu,,
Hate,Afuuftuuu bicha midiyan lammaan       hawass isatin wolqunamu OBN bichadhamo   dhengada hin ukkamfame  jettan sobatahe ijan agartan ammo maal isini hagodhu fb irra dhufe dhoqqe isini wolin halaaqu barbaddani,,
Free,Oromoo malee kamtu midhamee moo oromoof haqa dubbachuun hin dandayamu Gaafa ahmaddin sababa oromoo taheef hidhatti hafe jennee yeroo lagannaa gabaha goone yeroo hidhaa si baafnu ni dogongorre jechuudha  Kan duaa jiru oromoodha hidhamaa jiru oromoodha  kan qabeenya saama jiran oromoodha dinqu kan arrabsamaa jiru oromoodha kan aada isaa balleessuf yaada jiran oromoodha  Furmaanni biyya oromiya jedhamtu tan habasharraa bilisa taate hundeessuudha waan sanirraa hafe habashaa wajjin jiraachu waan hin dandeennef yemani,,
Free,Humni Qilleensaa Itoophiyaa hara naannoo saaatii tti Magaalaa Maqalee keessa bakkeewwan filatamanitti haleellaa raawwateeraInjifannoon urgaaa jirtiMaqalee Akkam JirtaNagaa KeetiiGaree Juuntaatiin nagaan boqodhaa jechuuf qophoofteettaa,,
Free,Andualem Ati eenyu sa kan yeroo tokko gad yeroo tokko ol daktu kun,,
Free,Kana booda waa tokko gochuun hindaamu  Mana osoo hinbadin eegu  Yaa Gooftaa koo Otuu ati as jirta taeeetii silaa obboleessi keenya  Alaazaar hin duu ture  jette Maariyaa,,
Free,Rayyaan ittisa biyyaa dursa kan garee tokkoo ta'uu dhiisuun barbaachisaadha Hojiin Rayyaa ittisa biyyaa nageenya biyyaa fi Heera biyyaa tiiksuudha Mootummaa heerawaa waan hin taanef bira dhaabbachuun hin barbaachisu mootummaa heerawaa uumun alatti Mootummaan heerawaan kan Constitution biyyatti ufii itti Amanee hawasa ykn mootummoolee naannoo karaa irratti tiikseedha  mootummaa Amma jiru kan amaaraa tauun isaa ifa waan taeef sabaaf sablamiin kamuu Abiy bira hin dhaabbatu leelliftoota amaaraa malee,,
Free,maal taau anaafisoo biyyadhaa tokko yoo naaf kennan,,
Free,Dr Abiyi Ati Kenna Rabin Umataf Kennedha Namoni Tokko Tokko Si Arabsanuyu Male Kani Amma Kee Mata Oromo Ol Qabacise Hinjiru Ture Warri  Amma Aka Barbade Si Arabsu Kun Wara Yero Wayane Sana Yada Matasayu Ibsachuf Waliti Hasau Wal Sodata Turedha Kanafu ati Misensa Kesso Dhaba Qulqulesi Dura Wae Nagenyarati Hojecha Gaffi Umata Itophiya Debisi Kana Cala Rabbin Si Walin Hatau Aduwi hama Hamtu Kan Sheri Siti Yaddu  Hanqaqu Samidha Bute Rabbin Ise Ha godhu Jabadhu Si Wajin Jira,,
Hate,Baga basaastuu haadha kee Tigiraay Ethiopia mitii buufee haadha kee Amaara tauu qabareebaga udduu kee keessa haa yaasu isa waliin jirani jajjabeessina,,
Hate,Dhaqii uddanii olantummaa sabatti warraa ammantuu gargaruu attuu  lubbuu keef faladhu dubbiin shiraan jirachu hin jiru jarraa kana keessaa araa ajjeeffaatta bori nifanifamtaa afaan Isaac barmellaa hinbanin,,
Free,Qabiinsa sarbama mirga namoomaa ilaalchisee haalli jiru akka qulqullaauu mootummaan Dhaabbata Mootummota Gamtoomanii waliin qindoominaan hojjechuuf eeyyamamaa tauu ibsaniiru,,
Free,Namni biyyaa lafa irratti hin hafuu garuu sobuun samuu ofii gowoomsudha dhugaan yeroo isaati him mulata,,
Free,qindoomini paartilee saaba amaraa akka tokkomma jiraan dhaagenye warree paartillee Uumaata oromoo bakkaa buaan maal fakkaata ,,
Free,Warii wallaggaa jettu As jela deemte Godina oromiyaa hundi Nagaadha wallaggan Shanee nyaachiftee Nyatamaa jirti,,
Hate,Inni ati dargaggoota jettuu kamii  Girrisa hoo,,
Free,"Sirna walqixxummaafi walabummaa, sirna dhugaa, aadaafi duudhaa Oromummaa ganamaa sirna gadaa Oromoo, eenyummaa Oromootaafi madda qaroomina sabichaa",,
Hate,Horiin ni qota harrichi ba'aa wajjiin dhabaatte halaaka  maal jechuudha ,,
Hate,Amma dabareen kan OROMOOTI irraa caraansisaajabaadha isin habashaa kosiin kun hoomaa gochuu hin dandeessubaahardaar isaanii siool haa taatu boqolloo itti haa waaddatanii isaan gaafasWaaqayyo afaan amaaraa qomcee dhiisee  Afaan OROMOO dhagaaa jira jedhaa haa baratanii kashalaboonni kun,,
Free,Itti gaafatamummaa guddaadhaHojiin ijoo fi olaanaan uummata Oromoo tokkomsuun gaaffii siyaassaa ,,
Hate,Hattuuuu,,
Hate,Hooshee Harree Nafxanyaa Kkk Chee'ii Hoosh,,
Hate,Koottaa mee warri amaarinyaa dubbisuu dandeessan #mootii_Girrisaa kan jedhu hin jiruu amma as keessa?,,
Hate,Achumaan neen mataa cinii akka galtu godhaa RIBn Baqachuun qoonqoo duteetti nama ajjesaa jirti neen,,
Free,Namni Koronaa vaayirasii qaba jedhamee shakkame tokko Keeniyaatti argame.,,
Free,Siridha Biyyaa Mitii Nitii Ishii Seraan Hin Bulchituu,,
Hate,Shaneetti duuluun keessan ofii keessani jibbamtani shanee daraan onnee keenya keessa seensisudha kanarra jan hafe nuti Hacee shaneetu ajjeese jennee fudhachuu dhiisati gurranuu hin dhageenu Haacaaluun eenyuun akka doorsifamaa ture VOA deemaa dhaggeeffadha,,
Hate,Gonder ena gojjam lay lemen endez ayaregum finfinne lay becha naw ye chefechafiw ye minilik serat yemetayew,,
Free,Magaalaa Galaanitti Hojiiwwan misooma daandii guyyaa 1normalf turu dureeyyii hirmaachisuun eegalame,,
Free,Guutummaan guutuu hojiitti seenuun nageenya bineeldotaa eegaa kan hin barbaachisne dursinee ittisna jedhan.,,
Free,waaeen jaraa waa biraa ti  Guyyaa tokko waaee hidhamtoota dubbattee beektaa ,,
Free, Instiitiyuutichi bara 1999 erga hundaaee marsaa 1 -14ffaa kanatti abbootii seeraa kuma 3 fi 480 eebbisuus dhugooman,,
Free,Itoophiyaa keessatti namoonni  dabalataan vaayirasii koronaan qabamuu isaanii Instituyitiin fayyaa Itoophiyaa beeksiseera  Namoonni kuneen namoota nama lammii Jaappan kanaan dura Itoophiyaa keessatti vaayirasichi irratti argamee waliin walitti dhufan keessatti argamu  Namoonni vaayirasichi irratti argamee n kunis lama lammii jaappaan yoo taan tokko immoo lammii Itoophiyaati,,
Hate, Afuuftuu haadha kee soba dhiisi Mootummaan keessan maaliif hin qabne ree,,
Hate,warri waggaa   tplf ergamaa ture haraas amaaraaf ergamaatuma jiraa Eenyu yoo jettan  isin warraa aangoo harkaa qabuudha ,,
Hate,Koronaa fi Daldala jettee hoggaa dubbii eegaltu giraazmaach,,
Hate,amaraaf deeggarsa osoo hin taane mormiitu barbaachisa warri oromo taatee pp dhaaf hiriira baatu of eeggachuu qabdi ta'uu baannaan du'atu ishee eeggata dhala qurcii,,
Free,Dhugaadhaisaan seenaa biyya kanaa keessatti seenaa hatuu malee yoom akka gootaatti kallattiidhaa lolanii injifannoo gonfataninjifannoo kan isa biraatiin of tuulu malee,,
Free, Kaleessuma Liivarpuul tapha 6ffaa walitti aansuun dirree ofii irratti moameera,,
Free,Namni Qabeenya hin qabne Oromoo miti Namni beekumssa hin qabne oromoo miti jettanii dubbachuun kuni maali Oromumman dhiiga Kanaafu hogga haasofttan dubbi eggadha tokko taana jennan,,
Free,Warra qabsoo karaa nagaa filateef maal gootanii Dura KFO fi ABO hidhaatti guurtan baasatii,,
Free,Karaan ati yaade isa sirriitti duuba murna haqa hin beekneef jette ofis dararte ummani ile dararama jira osoo yeroo san waani dhufe haa dhufu itti cabsaa jete qaata cacabsune yaafne hanga caumsa karaa nagaa jete qeerroo tasgabeesa turte isaan waraana nutti leejisa turan nafxanya of jalati hiriirsani nutti bobbaasani ajjeesani darbaa jiran Qeerroo kuno,,
Free, Barnootan alatti daandiin ittiin guddina argatan hin jiru kan jedhan Pireezidaanti Saahilawarqi tattaaffiin dhamaatii dorgomaa fi ofitti amanamummaan murteessaa taÃ¢â‚¬â„¢uus himaniiru,,
Free,Mararaa hin sodaatin,,
Hate,Ichii ichii Argakee korona ??????,,
Hate,Sabbonumma fi xiinsammu oromo ergan qabanne amaara tahun isaa bekkamaadha eegasu maf adaba itti goota Abiy ilma diqaalaa minliki harka oromootitti gudate male,,
Hate,Itti muddi amaaraan Ristee kabajaa hin beekan gogombsi sanyii minilik,,
Free,Gamtaan Awrooppaatis alaabaa Briitaaniyaa waajjirasaa muummee Braasalsii ,,
Hate,Koroonaa,,
Hate,bararkalahu jkk rabbin sirraa hajaalatu beekumsa qabaachu beekumsa akkamitu ummata gaaridha jedhanii alkanatii gabaabinan walaala siyasaa oofaa olutii himun gaaridha qalamin hin qoorin adaraa wara maqaa amantii balesan dhabadha iraa beekumsa hin qabne keesaa sentanii hinlaaqinaa najedhanii  galtoomaa,,
Free,Haala kanaan humna dargaggoota keenyaa ijaaruf socho'aa jirra.,,
Free,Qomookoo dhiisaa Odeeffannoo Akkanaa Dacheen Finfinnee Guutumattuu Abadan Hadhuura Oromiyaa tii Abadan Sabini biraa yoo jaalalaan tae Malee Sabni Hadhuura Oromiyaa irraa Waahimatu hin Jiruu,,
Free, Barana nama keenyatti maaltu akka buen wallaale,,
Hate,shimallis oromiyaa gurguree fixuu yoo ta'e malee bulchuu hin danda'u,,
Free,Naannolee fi bulchiinsi magaalotaa marsaa duraan galmee kaadhimamtootaa eegalan:- Magaalaa Finfinnee Oromiyaa Magaalaa Dirree Dawaa Hararii Gaambeellaa fi Beenishaanguul Guumuuz yoo taÃ¢â‚¬â„¢an yeroon laatameef guyyaa kaleessaa xumurameera jedhame,,
Hate,Abiy Sobduudha gantuudha,,
Free,Bayye tokkoon kolfee wly girrr waan koo jirtu ijoollee Jawee jiraa jedhaa mee ,,
Hate,Namotni wallaggaati ajeefaman sun dhiiga kee moti moo attis diqaalaa nafxanyaa abiy ahmad waliin dhaabattee ummata wallaggaa irrati waraana labsaa jirta Gandummaan kun sii baasaa,,
Hate,ISa biyyaa keessa jiruumoo itti ajjeesseehi uummaata isaa dhumaa jiruu waliin akka maariannee maaltuu godhee,,
Free,nDiasporaan ergamtuu sirna Minilik deebisuuf Afaan Oromootiin dubbattu ala kana keessatti jabeessee ofirraa eeguu qaba,,
Hate,Jabaadha Oromoo koo  ilmaan nafxanyoota gaallaan bataskaana dhuunfaa ijaarrachuu qabdii gallaan sareedha nuun jechaa turte qabeenya koofi humna kootin nan deeggaraa,,
Hate,Usi kijibduu afaanin soba garaan kee hamtuu qabaa atuu sanyii amaaraati atilee akka ummata uhudii saniti nu bulchufi tata,,
Hate,Mal jechudhaa  Oboo Tayeeee  Aabiyn wal loltanii moo   Dhifamaan  duraa  Aayotaa kenyaa  nuf  basa man idhaat   ilman Oromoo  undaa mana idhaat nuf  basaa,,
Free,Sinis warra haacaluu ajjeesee bakka awwaalchaa dhorkatedha Lamaan ke iyyu tokko Afuuftuu,,
Free,Obbo Gammachuun Jawaar Mahaammad ulaagaalee kanneen guuteera waan taheef amma lammii Itoophiyaa tahuu isaati jedhan,,
Free,Fakkeenyaaf mootummaan duraa networkiiwwan ,,
Free,Oduu Injifannoo  Tarkaanffii Shiftoota Wayyaanee yeroo xumuraatiif dhabamsiisuuf Humni Waraanaa biyya keenyaa fudhataa jiruun Xiyyaarota Waraanaatiin haleellaa gaggeeffameen Magaalaa Maqalee fi naannoosheetti kuufamee kan ture Rookkeettiin Kiiloo meetira  oli furguggifamee miidhaa geessisuu dandauu fi meeshaaleen waraanaa gurguddoo tahan barbadaaaniiruTarkaanffii kana fudhachuun kan barbaachiseef loltoonni Wayyaanee meeshaa kanatti fayadamanii miidhaa geessisuu dandau jedhamee yaadameetiInjifannoon itti fufaItti muddi,,
Hate,Harka dhibba sirna Nafxanyaa isin jalatti gugguftanii nu fixaa jirtaniif kana caalaa woyyaanee oromoof woyya maal woyyaane woyyaanee jettan woyyaaneen nama isin caalaa dhiitaa turtetu jiraa ergamtuu hunda hin kijibinaa Sabni Oromoo gaaf sanuu falmatee ergamuu takka jalaa isin baafnaan Sirna due ergamuufiif boollaa baaftanii diqaaltota,,
Hate,Namtittiin kun utuu sammuu ishee hin qulqulleessin dhoqqee arti adeemte sammuu dhoqqee baattee Diqaalaa ,,
Hate,Bilxigina ilmoo amaaraa home waal hin godhani syringe waal nyaatani ,,
Hate,Dhihenyaa kana Aab tayen imoo wahee oromoo oromoo fi Qeerroo Qeerroo jechuu eegalet jira,,
Hate,Sareen duutu hundi ilkaan hin qabu yaa waacani maal fidu ijibbaata iyyatu harroonni kun,,
Free, Akka odeeffannoo argachaa jirrutti Oromiyaa bakka adda adaatti namoota nagaarra balaa geessisanii jiru,,
Free,Jijjiiramni gaariin qabsoo obsa waliin godhamu malee hindhufuWarri qabsaan ni jijjiiruwarri obsan immoo buaa jijjiiramichaa ni argu Tokkummaa biyyaalessaafi waliin jireenyaaf jecha guyya guyyaatti ciminaafi obsaan hojechuu gaafataDrAbiy Ahimad MMinsteeraa Itoophiyaa,,
Free, 5000 taane girriisne yoo hunda isaa tweet goone illee tweet miliyoona 1,,
Hate,Cundhuurrii ammallee goolii galee luka nafxiin dhungatuu heda callisi jedha yaanni innu burqisiisu cundhuram,,
Free,"Ijaarsaaleen bilookiwwan gadii nageenyaa fi tasgabbii mirkaneessuu keessatti hojiin hojjete jajjabeessa taÃ¢â‚¬â„¢uu eeraniiru.Itti gaafatamaan Waajjira Paartii Badhaadhinaa magaalaa Finfinnee obbo Mallas Alamuu gama isaan, Ityoophiyaa ijaaruuf hirmaannaan qaama hundaa murteessaa taÃ¢â‚¬â„¢uu himaniiru.",,
Hate,ati seexanaAmantaayyuu hin qabdu diqaalticha,,
Free,Qamadii Jallisiin misoome hektaara 1 irraa callaan kuntaalli 30 hanga 40 ni eeggama jedhame,,
Free,Mootumma naafxanyaa kan maqaa oromoo tif dhiigaa ilmaan oromootiin kursii qabatetu qaro ijaa keennaa jaamsara sirritti deeggarsaa isiinis gaafa tokko itti gaafatamummaa seenaa jala hin batan,,
Free, Achiin dhiiroti sadii Faaraah fudhatanii konkolaataa keessa galchan,,
Hate,Puu jasbaa Harreen akka keetii waan itti fean baachuu malee maal ofiin beektee dubbatti Shame sittin tayuu waaqa dur sagadduufuumaakee tplf faana falmattoota haqaa yeroo maqaa walitti hiitu  rabbi nama siyaa taasisu,,
Free,Ibsa isaan mootummaan Federaalaa lammiilee miiliyoona 3,,
Free,Gaafa waa badaan san maltu sii usiisee arraa dubbaachun kee hikaa hin qabuu akkaa yaddaa dhunfa kotittii ,,
Hate,Uztaaz Keenya Mootummaan Ofii Isaatii Ajjeese Eenyuun Seeratti Dhiheessa Wally kun Baayyee Nama Salfaachiisa ,,
Hate,Tayee  Karaan  Sobaan Dabra Deebii Nama  Dhibaa Dhisi Nuree  Kijira,,
Hate,Siidaan calii calanqoo Abbaan isaa Ummataa Oromoo miliyoona  Ummataa WALAAYTTAA Ummataa siidamaa Ummataa somalee fi Affaar Ummataa hadiyaa hunda kan amaaraadhaan ajjeefaman,,
Hate,hattuun hidhamuu qabdi jaartiin amaaraa tun,,
Hate,Pp  gantuun yommii kassitee ummaataf yaduu jalqabdee  alibatotaa walitti gurrani,,
Hate,Addisuu abbaa garaa silaa dubbiinkun kee hin turree abbaa garaa seera cabsiteet deemaa jirtan hundi keessaanpp dursa seeratti hihachuu qabdiimaalif barri angoo pp waan dhumateef  dur ergamttuu turtee Amma dhiiga qeerroo qarrree promotion walaba baatanii  deebitanii dhiiga dhuguu keessaan Addunyaan barteetjirtii hattuu warra Abiyoo kaasayee,,
Hate,Yaa taayyee goojjoo qaraa maa afaan galaanatti jaarratta gaafa sifi goojjo tee galaanni waliin fuudhe kokkolfa si awwalla itti jabadhu jaari dubbi tana yoo itti dhufuu baatte rabbiitu sif qacace fororsa osoo hin taane qacaca gurra si calaw gaa ,,
Hate,Warra hidha jiru amanna Maltu ergamtu nafxanyaa amanna ppn sareedha,,
Free, Addunyaan balbala itti cufachuu qofa osoo hin taane akka dur barsiifte dhortoos ni dhowwatte,,
Free,Dubbii argatte namuu wal dandahee wal kabajjee waliini jiraachu malee mataarratti na baadhaa warri jeu ilaalcha akkasii cabsaan malee biyyi dhibee keessa hin baatu Kan seenaa darbe namatti faarsa  afaaniin tokkummaa gartokkeen olaantummaa barbaadu soba itti himuun dirqama,,
Hate,Kkkk potoo tayyee  asiratii fidanii,,
Free,Just reminding yousitu fashalaae malee lagannaan gabaa hin fashaloofneMee yoo dhiira taate konkolaataa qabadhuutii gara biyyaatti bahi saree,,
Free,Galata guddaa qabdaa Uummaata oromoo hundaa irraa Deemsaa kee itti fufii,,
Free,"Ministeerri Nageenyaa, Fooramii Horsiisee Bulaa Ityoophiyaa waliin naannoo horsiisee bultootaa fi misooma naannolee",,
Hate,Kijiba amma jimaa qaba tee yoo deme mali  ,,
Free,Wayita qonnaan bulaan oomisha isaa sassaabbatuutti jeequmsi kun uumamuun rakkicha daraan hammeesseera jedhan.,,
Free, Dubbiin isaanii jabaataa bulaa jirti,,
Hate,aramaa kam buqqiftanii qamadii kam kunuunsuu heddan waliin arguuf jirra  opdo ilmaan haadha dhufte diqaaltota  foon harree siree guubbaa kaayan daaratti gangalata jedhamamiiree,,
Hate,Opdo ykn pp tgiree wojin tookuumaaoso beyitaani graa kesanif jechaa alibaatanikani Rabbin guyaa duaa dherseefi hunidiwogaa  isiini ira deemaa turitee tigireeni qafo akka keesanitimitnama saba uufiitifi duuu dhagotaaOromo oso namata akkana qabdu inumaayu hin billsomitu,,
Free,Ishaa Alha  Rabbin  wal fanaa  nurra haa kasuu  karii  jaraa hunduu tokko   Kan  Hawasnii muslimaa  filatee malee kan motumman filee  Nutti tahuu  haa falmanuu,,
Hate,kuni gadhee nafxanyaa dha afaan oromoo barate afaan oromoo dubbatu egale dha kaninni fakkaatan mogolee dhahuun barbachisa dha,,
Hate,Mouun shakki hin qabuu summuudhan ijaarame,,
Hate,Tplf oromoo miitee jirti sirriidha  waraabessi guddaan dhiiga keenya qofa osoo hin taane lafee keennas caccabsee nyaataa juru amaaraa dr gowwaa Abiyyiin durfamtuudha  Ajjestuun Ajjestuudha maali garaa garummaan isaanii ummanni ammas taanaan falli inni qabu diqaalota ajjeesuu dha ,,
